path,label
D:\coral_patches\sand\55228.jpg,sand
D:\coral_patches\off\46193.jpg,off
D:\coral_patches\turf\14751.jpg,turf
D:\coral_patches\macroalgae\56501.jpg,macroalgae
D:\coral_patches\turf\14463.jpg,turf
D:\coral_patches\macroalgae\55391.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\23894.jpg,crustose_coralline_algae
D:\coral_patches\sand\11282.jpg,sand
D:\coral_patches\crustose_coralline_algae\7228.jpg,crustose_coralline_algae
D:\coral_patches\sand\34062.jpg,sand
D:\coral_patches\macroalgae\55066.jpg,macroalgae
D:\coral_patches\porites\35261.jpg,porites
D:\coral_patches\turf\12822.jpg,turf
D:\coral_patches\porites\23234.jpg,porites
D:\coral_patches\sand\22789.jpg,sand
D:\coral_patches\turf\48034.jpg,turf
D:\coral_patches\off\57629.jpg,off
D:\coral_patches\off\6994.jpg,off
D:\coral_patches\porites\17071.jpg,porites
D:\coral_patches\crustose_coralline_algae\41605.jpg,crustose_coralline_algae
D:\coral_patches\turf\14934.jpg,turf
D:\coral_patches\sand\41393.jpg,sand
D:\coral_patches\crustose_coralline_algae\7261.jpg,crustose_coralline_algae
D:\coral_patches\turf\20495.jpg,turf
D:\coral_patches\sand\3243.jpg,sand
D:\coral_patches\off\58958.jpg,off
D:\coral_patches\off\56220.jpg,off
D:\coral_patches\off\3959.jpg,off
D:\coral_patches\porites\2387.jpg,porites
D:\coral_patches\sand\15495.jpg,sand
D:\coral_patches\sand\5097.jpg,sand
D:\coral_patches\macroalgae\51167.jpg,macroalgae
D:\coral_patches\sand\22679.jpg,sand
D:\coral_patches\porites\29513.jpg,porites
D:\coral_patches\porites\2338.jpg,porites
D:\coral_patches\porites\14080.jpg,porites
D:\coral_patches\sand\23427.jpg,sand
D:\coral_patches\macroalgae\30011.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\12254.jpg,crustose_coralline_algae
D:\coral_patches\turf\6442.jpg,turf
D:\coral_patches\macroalgae\25968.jpg,macroalgae
D:\coral_patches\off\34408.jpg,off
D:\coral_patches\porites\17194.jpg,porites
D:\coral_patches\crustose_coralline_algae\59248.jpg,crustose_coralline_algae
D:\coral_patches\off\2356.jpg,off
D:\coral_patches\porites\15413.jpg,porites
D:\coral_patches\off\15722.jpg,off
D:\coral_patches\macroalgae\36691.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\54600.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\48518.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\35766.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\55311.jpg,macroalgae
D:\coral_patches\turf\42363.jpg,turf
D:\coral_patches\turf\53555.jpg,turf
D:\coral_patches\crustose_coralline_algae\27388.jpg,crustose_coralline_algae
D:\coral_patches\sand\5008.jpg,sand
D:\coral_patches\crustose_coralline_algae\23446.jpg,crustose_coralline_algae
D:\coral_patches\turf\10553.jpg,turf
D:\coral_patches\macroalgae\15622.jpg,macroalgae
D:\coral_patches\porites\41832.jpg,porites
D:\coral_patches\crustose_coralline_algae\35589.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\5473.jpg,crustose_coralline_algae
D:\coral_patches\sand\24516.jpg,sand
D:\coral_patches\turf\10782.jpg,turf
D:\coral_patches\sand\19861.jpg,sand
D:\coral_patches\off\39299.jpg,off
D:\coral_patches\macroalgae\7544.jpg,macroalgae
D:\coral_patches\porites\33302.jpg,porites
D:\coral_patches\off\55227.jpg,off
D:\coral_patches\macroalgae\4190.jpg,macroalgae
D:\coral_patches\sand\47131.jpg,sand
D:\coral_patches\porites\8406.jpg,porites
D:\coral_patches\porites\24484.jpg,porites
D:\coral_patches\macroalgae\33789.jpg,macroalgae
D:\coral_patches\sand\39268.jpg,sand
D:\coral_patches\off\28156.jpg,off
D:\coral_patches\macroalgae\33926.jpg,macroalgae
D:\coral_patches\macroalgae\53480.jpg,macroalgae
D:\coral_patches\macroalgae\36506.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\35338.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\53367.jpg,crustose_coralline_algae
D:\coral_patches\turf\42478.jpg,turf
D:\coral_patches\crustose_coralline_algae\14683.jpg,crustose_coralline_algae
D:\coral_patches\porites\38343.jpg,porites
D:\coral_patches\macroalgae\41630.jpg,macroalgae
D:\coral_patches\sand\22794.jpg,sand
D:\coral_patches\macroalgae\16308.jpg,macroalgae
D:\coral_patches\turf\11957.jpg,turf
D:\coral_patches\porites\43259.jpg,porites
D:\coral_patches\sand\13409.jpg,sand
D:\coral_patches\porites\37669.jpg,porites
D:\coral_patches\sand\29773.jpg,sand
D:\coral_patches\off\47464.jpg,off
D:\coral_patches\porites\16225.jpg,porites
D:\coral_patches\macroalgae\43706.jpg,macroalgae
D:\coral_patches\off\56444.jpg,off
D:\coral_patches\off\4701.jpg,off
D:\coral_patches\macroalgae\51911.jpg,macroalgae
D:\coral_patches\sand\2947.jpg,sand
D:\coral_patches\crustose_coralline_algae\34803.jpg,crustose_coralline_algae
D:\coral_patches\sand\53806.jpg,sand
D:\coral_patches\off\45195.jpg,off
D:\coral_patches\sand\39577.jpg,sand
D:\coral_patches\turf\23096.jpg,turf
D:\coral_patches\crustose_coralline_algae\53207.jpg,crustose_coralline_algae
D:\coral_patches\sand\53589.jpg,sand
D:\coral_patches\porites\52240.jpg,porites
D:\coral_patches\sand\20753.jpg,sand
D:\coral_patches\off\58323.jpg,off
D:\coral_patches\turf\21249.jpg,turf
D:\coral_patches\turf\3459.jpg,turf
D:\coral_patches\off\57395.jpg,off
D:\coral_patches\crustose_coralline_algae\12818.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\53015.jpg,macroalgae
D:\coral_patches\porites\55041.jpg,porites
D:\coral_patches\porites\58744.jpg,porites
D:\coral_patches\porites\44831.jpg,porites
D:\coral_patches\porites\43713.jpg,porites
D:\coral_patches\turf\50553.jpg,turf
D:\coral_patches\porites\52443.jpg,porites
D:\coral_patches\macroalgae\9171.jpg,macroalgae
D:\coral_patches\sand\50310.jpg,sand
D:\coral_patches\sand\54479.jpg,sand
D:\coral_patches\macroalgae\28195.jpg,macroalgae
D:\coral_patches\porites\55868.jpg,porites
D:\coral_patches\off\56061.jpg,off
D:\coral_patches\off\39827.jpg,off
D:\coral_patches\porites\29722.jpg,porites
D:\coral_patches\turf\58409.jpg,turf
D:\coral_patches\porites\50767.jpg,porites
D:\coral_patches\turf\34366.jpg,turf
D:\coral_patches\sand\81.jpg,sand
D:\coral_patches\turf\37187.jpg,turf
D:\coral_patches\macroalgae\13737.jpg,macroalgae
D:\coral_patches\off\13603.jpg,off
D:\coral_patches\sand\2282.jpg,sand
D:\coral_patches\crustose_coralline_algae\57010.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\3118.jpg,macroalgae
D:\coral_patches\off\52096.jpg,off
D:\coral_patches\porites\57970.jpg,porites
D:\coral_patches\macroalgae\13789.jpg,macroalgae
D:\coral_patches\macroalgae\17182.jpg,macroalgae
D:\coral_patches\sand\47079.jpg,sand
D:\coral_patches\sand\21313.jpg,sand
D:\coral_patches\sand\46230.jpg,sand
D:\coral_patches\macroalgae\1645.jpg,macroalgae
D:\coral_patches\porites\27727.jpg,porites
D:\coral_patches\macroalgae\41178.jpg,macroalgae
D:\coral_patches\sand\49398.jpg,sand
D:\coral_patches\porites\54130.jpg,porites
D:\coral_patches\macroalgae\35253.jpg,macroalgae
D:\coral_patches\turf\45712.jpg,turf
D:\coral_patches\porites\49008.jpg,porites
D:\coral_patches\crustose_coralline_algae\11875.jpg,crustose_coralline_algae
D:\coral_patches\porites\4211.jpg,porites
D:\coral_patches\sand\16700.jpg,sand
D:\coral_patches\off\8139.jpg,off
D:\coral_patches\off\31496.jpg,off
D:\coral_patches\crustose_coralline_algae\22069.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\28907.jpg,macroalgae
D:\coral_patches\sand\24216.jpg,sand
D:\coral_patches\porites\50458.jpg,porites
D:\coral_patches\off\11737.jpg,off
D:\coral_patches\crustose_coralline_algae\10070.jpg,crustose_coralline_algae
D:\coral_patches\sand\54782.jpg,sand
D:\coral_patches\sand\33557.jpg,sand
D:\coral_patches\crustose_coralline_algae\43394.jpg,crustose_coralline_algae
D:\coral_patches\off\54996.jpg,off
D:\coral_patches\turf\27203.jpg,turf
D:\coral_patches\turf\26603.jpg,turf
D:\coral_patches\porites\47008.jpg,porites
D:\coral_patches\crustose_coralline_algae\46497.jpg,crustose_coralline_algae
D:\coral_patches\sand\8184.jpg,sand
D:\coral_patches\crustose_coralline_algae\52768.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\2630.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\2920.jpg,crustose_coralline_algae
D:\coral_patches\off\49186.jpg,off
D:\coral_patches\off\985.jpg,off
D:\coral_patches\porites\49850.jpg,porites
D:\coral_patches\turf\34851.jpg,turf
D:\coral_patches\sand\44939.jpg,sand
D:\coral_patches\crustose_coralline_algae\12148.jpg,crustose_coralline_algae
D:\coral_patches\off\28160.jpg,off
D:\coral_patches\crustose_coralline_algae\3418.jpg,crustose_coralline_algae
D:\coral_patches\sand\58127.jpg,sand
D:\coral_patches\sand\34378.jpg,sand
D:\coral_patches\turf\29744.jpg,turf
D:\coral_patches\crustose_coralline_algae\8905.jpg,crustose_coralline_algae
D:\coral_patches\porites\23766.jpg,porites
D:\coral_patches\crustose_coralline_algae\12997.jpg,crustose_coralline_algae
D:\coral_patches\porites\57343.jpg,porites
D:\coral_patches\sand\45827.jpg,sand
D:\coral_patches\crustose_coralline_algae\17921.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\53138.jpg,macroalgae
D:\coral_patches\turf\7859.jpg,turf
D:\coral_patches\macroalgae\32722.jpg,macroalgae
D:\coral_patches\turf\48600.jpg,turf
D:\coral_patches\turf\34658.jpg,turf
D:\coral_patches\turf\8800.jpg,turf
D:\coral_patches\turf\32224.jpg,turf
D:\coral_patches\off\14771.jpg,off
D:\coral_patches\off\41838.jpg,off
D:\coral_patches\off\22948.jpg,off
D:\coral_patches\sand\56178.jpg,sand
D:\coral_patches\porites\495.jpg,porites
D:\coral_patches\crustose_coralline_algae\33665.jpg,crustose_coralline_algae
D:\coral_patches\sand\41.jpg,sand
D:\coral_patches\macroalgae\45617.jpg,macroalgae
D:\coral_patches\off\23962.jpg,off
D:\coral_patches\sand\36145.jpg,sand
D:\coral_patches\sand\59790.jpg,sand
D:\coral_patches\off\35771.jpg,off
D:\coral_patches\crustose_coralline_algae\7160.jpg,crustose_coralline_algae
D:\coral_patches\sand\59443.jpg,sand
D:\coral_patches\macroalgae\38891.jpg,macroalgae
D:\coral_patches\sand\2798.jpg,sand
D:\coral_patches\crustose_coralline_algae\55721.jpg,crustose_coralline_algae
D:\coral_patches\sand\27207.jpg,sand
D:\coral_patches\off\52885.jpg,off
D:\coral_patches\porites\42012.jpg,porites
D:\coral_patches\macroalgae\29173.jpg,macroalgae
D:\coral_patches\turf\52594.jpg,turf
D:\coral_patches\macroalgae\21028.jpg,macroalgae
D:\coral_patches\off\30760.jpg,off
D:\coral_patches\off\32630.jpg,off
D:\coral_patches\sand\39719.jpg,sand
D:\coral_patches\turf\45468.jpg,turf
D:\coral_patches\off\11499.jpg,off
D:\coral_patches\macroalgae\22452.jpg,macroalgae
D:\coral_patches\off\25789.jpg,off
D:\coral_patches\off\51516.jpg,off
D:\coral_patches\crustose_coralline_algae\37626.jpg,crustose_coralline_algae
D:\coral_patches\off\21168.jpg,off
D:\coral_patches\macroalgae\4124.jpg,macroalgae
D:\coral_patches\sand\56666.jpg,sand
D:\coral_patches\sand\49862.jpg,sand
D:\coral_patches\turf\21845.jpg,turf
D:\coral_patches\off\539.jpg,off
D:\coral_patches\off\49057.jpg,off
D:\coral_patches\off\28903.jpg,off
D:\coral_patches\porites\58066.jpg,porites
D:\coral_patches\macroalgae\49838.jpg,macroalgae
D:\coral_patches\sand\17842.jpg,sand
D:\coral_patches\sand\20079.jpg,sand
D:\coral_patches\off\37069.jpg,off
D:\coral_patches\porites\36194.jpg,porites
D:\coral_patches\off\66.jpg,off
D:\coral_patches\macroalgae\7590.jpg,macroalgae
D:\coral_patches\macroalgae\40381.jpg,macroalgae
D:\coral_patches\turf\55497.jpg,turf
D:\coral_patches\macroalgae\56018.jpg,macroalgae
D:\coral_patches\turf\55969.jpg,turf
D:\coral_patches\crustose_coralline_algae\51341.jpg,crustose_coralline_algae
D:\coral_patches\turf\43307.jpg,turf
D:\coral_patches\off\13556.jpg,off
D:\coral_patches\porites\17185.jpg,porites
D:\coral_patches\turf\22104.jpg,turf
D:\coral_patches\porites\3170.jpg,porites
D:\coral_patches\porites\2092.jpg,porites
D:\coral_patches\crustose_coralline_algae\45577.jpg,crustose_coralline_algae
D:\coral_patches\porites\54351.jpg,porites
D:\coral_patches\sand\18654.jpg,sand
D:\coral_patches\crustose_coralline_algae\5857.jpg,crustose_coralline_algae
D:\coral_patches\porites\39953.jpg,porites
D:\coral_patches\crustose_coralline_algae\20579.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\44823.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\13319.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\39446.jpg,crustose_coralline_algae
D:\coral_patches\porites\8204.jpg,porites
D:\coral_patches\crustose_coralline_algae\4174.jpg,crustose_coralline_algae
D:\coral_patches\porites\38084.jpg,porites
D:\coral_patches\off\38668.jpg,off
D:\coral_patches\porites\51035.jpg,porites
D:\coral_patches\crustose_coralline_algae\56161.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\30359.jpg,macroalgae
D:\coral_patches\off\53781.jpg,off
D:\coral_patches\turf\37463.jpg,turf
D:\coral_patches\macroalgae\58383.jpg,macroalgae
D:\coral_patches\porites\46262.jpg,porites
D:\coral_patches\sand\13608.jpg,sand
D:\coral_patches\macroalgae\45815.jpg,macroalgae
D:\coral_patches\sand\57566.jpg,sand
D:\coral_patches\crustose_coralline_algae\59991.jpg,crustose_coralline_algae
D:\coral_patches\turf\56759.jpg,turf
D:\coral_patches\sand\46002.jpg,sand
D:\coral_patches\sand\35242.jpg,sand
D:\coral_patches\turf\2769.jpg,turf
D:\coral_patches\off\9779.jpg,off
D:\coral_patches\crustose_coralline_algae\48779.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\50307.jpg,crustose_coralline_algae
D:\coral_patches\porites\42998.jpg,porites
D:\coral_patches\turf\8831.jpg,turf
D:\coral_patches\off\39494.jpg,off
D:\coral_patches\crustose_coralline_algae\56448.jpg,crustose_coralline_algae
D:\coral_patches\off\34400.jpg,off
D:\coral_patches\turf\53721.jpg,turf
D:\coral_patches\turf\13993.jpg,turf
D:\coral_patches\off\34983.jpg,off
D:\coral_patches\porites\31944.jpg,porites
D:\coral_patches\turf\58413.jpg,turf
D:\coral_patches\turf\43026.jpg,turf
D:\coral_patches\macroalgae\55259.jpg,macroalgae
D:\coral_patches\turf\12538.jpg,turf
D:\coral_patches\crustose_coralline_algae\31396.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\46149.jpg,macroalgae
D:\coral_patches\macroalgae\13600.jpg,macroalgae
D:\coral_patches\macroalgae\6024.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\26994.jpg,crustose_coralline_algae
D:\coral_patches\off\29689.jpg,off
D:\coral_patches\macroalgae\54993.jpg,macroalgae
D:\coral_patches\porites\24377.jpg,porites
D:\coral_patches\off\58113.jpg,off
D:\coral_patches\off\49245.jpg,off
D:\coral_patches\turf\19521.jpg,turf
D:\coral_patches\crustose_coralline_algae\33745.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\29136.jpg,macroalgae
D:\coral_patches\macroalgae\36615.jpg,macroalgae
D:\coral_patches\off\8859.jpg,off
D:\coral_patches\porites\55745.jpg,porites
D:\coral_patches\sand\18680.jpg,sand
D:\coral_patches\macroalgae\46928.jpg,macroalgae
D:\coral_patches\sand\31806.jpg,sand
D:\coral_patches\macroalgae\48244.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\28341.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\45014.jpg,crustose_coralline_algae
D:\coral_patches\porites\38475.jpg,porites
D:\coral_patches\crustose_coralline_algae\59795.jpg,crustose_coralline_algae
D:\coral_patches\porites\51742.jpg,porites
D:\coral_patches\sand\30354.jpg,sand
D:\coral_patches\turf\13534.jpg,turf
D:\coral_patches\macroalgae\15796.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\11747.jpg,crustose_coralline_algae
D:\coral_patches\porites\19587.jpg,porites
D:\coral_patches\turf\16399.jpg,turf
D:\coral_patches\sand\39777.jpg,sand
D:\coral_patches\off\17956.jpg,off
D:\coral_patches\crustose_coralline_algae\53483.jpg,crustose_coralline_algae
D:\coral_patches\turf\2592.jpg,turf
D:\coral_patches\off\3358.jpg,off
D:\coral_patches\sand\34071.jpg,sand
D:\coral_patches\porites\58797.jpg,porites
D:\coral_patches\off\49397.jpg,off
D:\coral_patches\crustose_coralline_algae\31000.jpg,crustose_coralline_algae
D:\coral_patches\off\1583.jpg,off
D:\coral_patches\crustose_coralline_algae\18123.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\21300.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\17290.jpg,macroalgae
D:\coral_patches\macroalgae\57951.jpg,macroalgae
D:\coral_patches\porites\33177.jpg,porites
D:\coral_patches\off\28408.jpg,off
D:\coral_patches\porites\3573.jpg,porites
D:\coral_patches\crustose_coralline_algae\37305.jpg,crustose_coralline_algae
D:\coral_patches\turf\24282.jpg,turf
D:\coral_patches\macroalgae\18949.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\52399.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\26056.jpg,macroalgae
D:\coral_patches\off\48845.jpg,off
D:\coral_patches\porites\832.jpg,porites
D:\coral_patches\off\9586.jpg,off
D:\coral_patches\macroalgae\37963.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\5465.jpg,crustose_coralline_algae
D:\coral_patches\porites\17411.jpg,porites
D:\coral_patches\macroalgae\2882.jpg,macroalgae
D:\coral_patches\off\11948.jpg,off
D:\coral_patches\turf\33454.jpg,turf
D:\coral_patches\macroalgae\27886.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\55344.jpg,crustose_coralline_algae
D:\coral_patches\turf\19909.jpg,turf
D:\coral_patches\sand\29631.jpg,sand
D:\coral_patches\turf\14511.jpg,turf
D:\coral_patches\sand\40988.jpg,sand
D:\coral_patches\crustose_coralline_algae\58953.jpg,crustose_coralline_algae
D:\coral_patches\sand\34231.jpg,sand
D:\coral_patches\sand\50058.jpg,sand
D:\coral_patches\crustose_coralline_algae\6212.jpg,crustose_coralline_algae
D:\coral_patches\off\18906.jpg,off
D:\coral_patches\off\33002.jpg,off
D:\coral_patches\porites\42892.jpg,porites
D:\coral_patches\turf\27023.jpg,turf
D:\coral_patches\off\58095.jpg,off
D:\coral_patches\macroalgae\49304.jpg,macroalgae
D:\coral_patches\macroalgae\15583.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\15392.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\12297.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\59431.jpg,macroalgae
D:\coral_patches\sand\36970.jpg,sand
D:\coral_patches\turf\32467.jpg,turf
D:\coral_patches\off\41800.jpg,off
D:\coral_patches\porites\50901.jpg,porites
D:\coral_patches\porites\10250.jpg,porites
D:\coral_patches\crustose_coralline_algae\21695.jpg,crustose_coralline_algae
D:\coral_patches\sand\13541.jpg,sand
D:\coral_patches\sand\38135.jpg,sand
D:\coral_patches\crustose_coralline_algae\11485.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\54040.jpg,macroalgae
D:\coral_patches\porites\21526.jpg,porites
D:\coral_patches\sand\19113.jpg,sand
D:\coral_patches\off\27098.jpg,off
D:\coral_patches\off\10955.jpg,off
D:\coral_patches\sand\41860.jpg,sand
D:\coral_patches\macroalgae\20350.jpg,macroalgae
D:\coral_patches\macroalgae\47140.jpg,macroalgae
D:\coral_patches\porites\5270.jpg,porites
D:\coral_patches\sand\10366.jpg,sand
D:\coral_patches\turf\15636.jpg,turf
D:\coral_patches\sand\3342.jpg,sand
D:\coral_patches\off\2672.jpg,off
D:\coral_patches\sand\41840.jpg,sand
D:\coral_patches\sand\18312.jpg,sand
D:\coral_patches\porites\30782.jpg,porites
D:\coral_patches\off\19703.jpg,off
D:\coral_patches\macroalgae\59742.jpg,macroalgae
D:\coral_patches\sand\15706.jpg,sand
D:\coral_patches\off\29679.jpg,off
D:\coral_patches\turf\8179.jpg,turf
D:\coral_patches\crustose_coralline_algae\17482.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\52652.jpg,macroalgae
D:\coral_patches\macroalgae\40344.jpg,macroalgae
D:\coral_patches\macroalgae\35131.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\13813.jpg,crustose_coralline_algae
D:\coral_patches\turf\34189.jpg,turf
D:\coral_patches\crustose_coralline_algae\12307.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\56082.jpg,macroalgae
D:\coral_patches\turf\26933.jpg,turf
D:\coral_patches\turf\36468.jpg,turf
D:\coral_patches\macroalgae\36966.jpg,macroalgae
D:\coral_patches\turf\28919.jpg,turf
D:\coral_patches\off\1675.jpg,off
D:\coral_patches\macroalgae\17381.jpg,macroalgae
D:\coral_patches\off\10750.jpg,off
D:\coral_patches\macroalgae\5378.jpg,macroalgae
D:\coral_patches\off\7495.jpg,off
D:\coral_patches\off\27405.jpg,off
D:\coral_patches\macroalgae\3014.jpg,macroalgae
D:\coral_patches\sand\49154.jpg,sand
D:\coral_patches\sand\55762.jpg,sand
D:\coral_patches\porites\14983.jpg,porites
D:\coral_patches\macroalgae\13810.jpg,macroalgae
D:\coral_patches\turf\57463.jpg,turf
D:\coral_patches\turf\56094.jpg,turf
D:\coral_patches\turf\42030.jpg,turf
D:\coral_patches\crustose_coralline_algae\6867.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\30756.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\24717.jpg,crustose_coralline_algae
D:\coral_patches\off\14670.jpg,off
D:\coral_patches\off\3209.jpg,off
D:\coral_patches\off\40821.jpg,off
D:\coral_patches\macroalgae\44003.jpg,macroalgae
D:\coral_patches\sand\54080.jpg,sand
D:\coral_patches\off\41173.jpg,off
D:\coral_patches\sand\39029.jpg,sand
D:\coral_patches\turf\49147.jpg,turf
D:\coral_patches\turf\55774.jpg,turf
D:\coral_patches\turf\22383.jpg,turf
D:\coral_patches\macroalgae\22989.jpg,macroalgae
D:\coral_patches\macroalgae\51832.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\26019.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\19494.jpg,macroalgae
D:\coral_patches\turf\5930.jpg,turf
D:\coral_patches\sand\54251.jpg,sand
D:\coral_patches\sand\41876.jpg,sand
D:\coral_patches\sand\31030.jpg,sand
D:\coral_patches\turf\12817.jpg,turf
D:\coral_patches\turf\13811.jpg,turf
D:\coral_patches\porites\18705.jpg,porites
D:\coral_patches\macroalgae\25408.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\39858.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\47783.jpg,macroalgae
D:\coral_patches\off\53002.jpg,off
D:\coral_patches\crustose_coralline_algae\40516.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\5390.jpg,macroalgae
D:\coral_patches\porites\33547.jpg,porites
D:\coral_patches\macroalgae\23364.jpg,macroalgae
D:\coral_patches\turf\41512.jpg,turf
D:\coral_patches\porites\26361.jpg,porites
D:\coral_patches\off\10828.jpg,off
D:\coral_patches\porites\3919.jpg,porites
D:\coral_patches\turf\16376.jpg,turf
D:\coral_patches\crustose_coralline_algae\41419.jpg,crustose_coralline_algae
D:\coral_patches\off\16075.jpg,off
D:\coral_patches\sand\52112.jpg,sand
D:\coral_patches\off\40651.jpg,off
D:\coral_patches\crustose_coralline_algae\27461.jpg,crustose_coralline_algae
D:\coral_patches\turf\19013.jpg,turf
D:\coral_patches\sand\18738.jpg,sand
D:\coral_patches\porites\31062.jpg,porites
D:\coral_patches\crustose_coralline_algae\21900.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\57612.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\25032.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\7792.jpg,crustose_coralline_algae
D:\coral_patches\porites\28400.jpg,porites
D:\coral_patches\turf\53452.jpg,turf
D:\coral_patches\sand\11399.jpg,sand
D:\coral_patches\porites\57146.jpg,porites
D:\coral_patches\off\23770.jpg,off
D:\coral_patches\macroalgae\43584.jpg,macroalgae
D:\coral_patches\porites\37358.jpg,porites
D:\coral_patches\sand\14016.jpg,sand
D:\coral_patches\macroalgae\39555.jpg,macroalgae
D:\coral_patches\turf\11884.jpg,turf
D:\coral_patches\turf\23206.jpg,turf
D:\coral_patches\macroalgae\59618.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\5333.jpg,crustose_coralline_algae
D:\coral_patches\off\41790.jpg,off
D:\coral_patches\off\56305.jpg,off
D:\coral_patches\macroalgae\49896.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\5475.jpg,crustose_coralline_algae
D:\coral_patches\off\25862.jpg,off
D:\coral_patches\porites\39384.jpg,porites
D:\coral_patches\turf\54035.jpg,turf
D:\coral_patches\porites\57162.jpg,porites
D:\coral_patches\porites\5276.jpg,porites
D:\coral_patches\macroalgae\30311.jpg,macroalgae
D:\coral_patches\macroalgae\11741.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\49341.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\13980.jpg,crustose_coralline_algae
D:\coral_patches\off\33011.jpg,off
D:\coral_patches\macroalgae\35582.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\1701.jpg,crustose_coralline_algae
D:\coral_patches\sand\17522.jpg,sand
D:\coral_patches\crustose_coralline_algae\37972.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\39178.jpg,macroalgae
D:\coral_patches\sand\7273.jpg,sand
D:\coral_patches\crustose_coralline_algae\38063.jpg,crustose_coralline_algae
D:\coral_patches\turf\21083.jpg,turf
D:\coral_patches\turf\55658.jpg,turf
D:\coral_patches\off\56926.jpg,off
D:\coral_patches\crustose_coralline_algae\59978.jpg,crustose_coralline_algae
D:\coral_patches\off\12825.jpg,off
D:\coral_patches\sand\43897.jpg,sand
D:\coral_patches\turf\2303.jpg,turf
D:\coral_patches\porites\40878.jpg,porites
D:\coral_patches\turf\20337.jpg,turf
D:\coral_patches\off\16508.jpg,off
D:\coral_patches\macroalgae\14709.jpg,macroalgae
D:\coral_patches\porites\18193.jpg,porites
D:\coral_patches\sand\46872.jpg,sand
D:\coral_patches\turf\52822.jpg,turf
D:\coral_patches\off\36519.jpg,off
D:\coral_patches\sand\2105.jpg,sand
D:\coral_patches\macroalgae\2506.jpg,macroalgae
D:\coral_patches\turf\43950.jpg,turf
D:\coral_patches\porites\1918.jpg,porites
D:\coral_patches\porites\11328.jpg,porites
D:\coral_patches\crustose_coralline_algae\9069.jpg,crustose_coralline_algae
D:\coral_patches\off\7466.jpg,off
D:\coral_patches\porites\37461.jpg,porites
D:\coral_patches\crustose_coralline_algae\57202.jpg,crustose_coralline_algae
D:\coral_patches\sand\8268.jpg,sand
D:\coral_patches\sand\40854.jpg,sand
D:\coral_patches\sand\21987.jpg,sand
